ticket_type,priority,urgency,category_level_1,category_level_2,category_level_3,location,entity,service_label,origin,created_hour,created_day_of_week,is_weekend,description_length,is_long_resolution
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,VOXENS,,Self Service,12,0,False,317,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,LE MANS,TEXA,,Téléphone,12,0,False,50,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,ORLEANS,VOXENS,,Téléphone,12,0,False,103,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,VOXENS,,Self Service,12,0,False,133,False
Incident,2,1 - Haute,Incidents,Application métier,OPTIM,AVIGNON,TEXA SERVICES,,Self Service,11,0,False,115,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,-,FPS,,Self Service,11,0,False,53,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ORLEANS,VOXENS,,Self Service,11,0,False,308,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ORLEANS,VOXENS,,Self Service,11,0,False,51,False
Incident,5,3 - Faible,Incidents,Réseau,Mobile,MELUN,TEXA,,Téléphone,11,0,False,83,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,CGI,,Téléphone,11,0,False,82,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,TGS,,Self Service,10,0,False,168,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TEXA SERVICES,,Kiosque IT,10,0,False,175,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,GMC,,Téléphone,10,0,False,66,False
Incident,4,2 - Moyenne,Incidents,Portail,,EURISK ANGERS,CLE EXPERTISES,,Self Service,10,0,False,181,False
Incident,5,3 - Faible,Incidents,Application métier,Ringover,Vitrolles,EURISK,,Téléphone,10,0,False,35,False
Incident,4,2 - Moyenne,Incidents,Réseau,Mobile,TOULOUSE,CLE EXPERTISES,,Self Service,10,0,False,155,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,EURISK,,Self Service,9,0,False,437,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TEXA,,Téléphone,9,0,False,110,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,TOULOUSE,TEXA,,Self Service,9,0,False,170,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,GMC,,Kiosque IT,9,0,False,47,False
Incident,2,1 - Haute,Incidents,Matériel,Informatiques,TOULOUSE,CELLINKS,,Téléphone,9,0,False,486,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TEXA SERVICES,,Kiosque IT,9,0,False,75,False
Incident,4,2 - Moyenne,Incidents,Logiciel Bureautique,PDF-Exchange,EURISK ANNECY,EURISK,,Self Service,8,0,False,362,False
Incident,1,1 - Haute,Incidents,Matériel,Informatiques,LE MANS,TEXA,,Téléphone,8,0,False,295,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,BOURGES CNG,TEXA,,Téléphone,8,0,False,38,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,LA ROCHELLE,TEXA,,Téléphone,8,0,False,497,True
Incident,4,2 - Moyenne,Incidents,Sécurité,Filtrage URL,-,TEXA SERVICES,,Self Service,8,0,False,291,False
Incident,4,2 - Moyenne,Incidents,Portail,,Vitrolles,GMC,,Self Service,8,0,False,280,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,GMC,,Téléphone,8,0,False,56,False
Incident,1,1 - Haute,Incidents,Application métier,Avensys,RENNES,CLE,,Self Service,8,0,False,169,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,ROUEN,GEOP,,Téléphone,8,0,False,84,False
Incident,2,1 - Haute,Incidents,Matériel,Informatiques,LILLE,TEXA,,Téléphone,8,0,False,346,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,BORDEAUX,INQUEST,,Téléphone,18,4,False,19,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,-,EXTERNE,,Self Service,15,4,False,85,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,ANGERS,TEXA SERVICES,,Téléphone,15,4,False,220,True
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,TEXA,,Self Service,15,4,False,135,False
Incident,5,3 - Faible,Incidents,Application métier,Avensys,EURISK COLMAR,EURISK,,Téléphone,15,4,False,30,False
Incident,3,2 - Moyenne,Incidents,Systéme,Windows,-,EXTERNE,,Téléphone,14,4,False,1102,True
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,EXTERNE,,Self Service,14,4,False,178,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,BORDEAUX,TEXA,,Téléphone,13,4,False,88,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,INQUEST,,Téléphone,12,4,False,38,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,ORLEANS,VOXENS,,Self Service,12,4,False,139,False
Incident,5,3 - Faible,Incidents,Application métier,Avensys,LILLE,EURISK,,Téléphone,12,4,False,72,False
Incident,4,2 - Moyenne,Incidents,Portail,,TOULON,TEXA,,Self Service,11,4,False,99,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TGS,,Téléphone,11,4,False,79,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,-,GEOP,,Téléphone,11,4,False,253,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,GRENOBLE,TEXA,,Téléphone,11,4,False,576,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,CLE EXPERTISES,,Téléphone,11,4,False,40,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,GEOP,,Téléphone,11,4,False,85,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,STELLIANT,,Téléphone,11,4,False,61,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,LILLE,TEXA,,Téléphone,11,4,False,120,False
Incident,5,3 - Faible,Incidents,Application métier,Avensys,-,TEXA SERVICES,,Téléphone,10,4,False,376,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,MONTPELLIER,TEXA,,Self Service,10,4,False,129,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,BREST,TEXA,,Self Service,10,4,False,329,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,GRENOBLE,TEXA,,Téléphone,10,4,False,87,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX MOBILE,-,VOXENS,,Self Service,10,4,False,181,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,MONTPELLIER,TEXA,,Téléphone,10,4,False,70,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ORLEANS,VOXENS,,Self Service,9,4,False,148,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,PLATEFORME SUD EST,TEXA,,Téléphone,9,4,False,33,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,-,TEXA,,Téléphone,9,4,False,759,True
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,DIJON,TEXA,,Self Service,9,4,False,66,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,NICE,TEXA,,Téléphone,9,4,False,299,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ROUEN,TEXA SERVICES,,Self Service,9,4,False,104,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,AVIGNON,TEXA,,Self Service,9,4,False,102,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX MOBILE,PLATEFORME SUD EST,TEXA,,Self Service,9,4,False,32,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,GRENOBLE,EURISK,,Téléphone,9,4,False,271,True
Incident,3,2 - Moyenne,Incidents,Matériel,Informatiques,-,TEXA,,Self Service,9,4,False,207,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,TOULOUSE,TGS,,Téléphone,9,4,False,43,False
Incident,1,1 - Haute,Incidents,Application métier,ITEX MOBILE,NANCY,TEXA,,Téléphone,9,4,False,546,True
Incident,4,2 - Moyenne,Incidents,Portail,,CAEN,TEXA SERVICES,,Self Service,9,4,False,147,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX,LYON,TEXA,,Téléphone,8,4,False,298,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,BOURGES CNG,TEXA SERVICES,,Téléphone,8,4,False,25,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ORLEANS CNG,CELLINKS,,Self Service,8,4,False,161,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,REIMS,GEOP,,Téléphone,8,4,False,24,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,GRENOBLE,EURISK,,Téléphone,8,4,False,275,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,SERISK,,Téléphone,18,3,False,49,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,LILLE,TEXA,,Téléphone,17,3,False,24,False
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,-,GMC,,Self Service,16,3,False,125,False
Incident,5,3 - Faible,Incidents,Application métier,Ringover,LILLE,TGS,,Téléphone,16,3,False,63,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,PLATEFORME NORD EST,TEXA,,Self Service,16,3,False,160,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TEXA_SERVICES,,Self Service,15,3,False,185,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ORLEANS,TEXA SERVICES,,Self Service,15,3,False,225,False
Incident,5,3 - Faible,Incidents,Application métier,Ringover,MARTINIQUE,TEXA,,Téléphone,15,3,False,170,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TEXA,,Téléphone,14,3,False,127,False
Incident,5,3 - Faible,Incidents,Réseau,Mobile,LE HAVRE,TEXA,,Téléphone,14,3,False,217,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,REIMS,GEOP,,Téléphone,14,3,False,133,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ROUEN,TEXA SERVICES,,Self Service,14,3,False,305,False
Incident,4,2 - Moyenne,Incidents,Application métier,ESKER,TOURS,TEXA,,Self Service,14,3,False,96,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,CLE,,Self Service,14,3,False,286,False
Incident,5,3 - Faible,Incidents,Réseau,Cablage,-,PHENIX,,Téléphone,13,3,False,111,False
Incident,3,2 - Moyenne,Incidents,Matériel,Informatiques,ORLEANS CNG,TEXA,,Self Service,13,3,False,129,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX,MARSEILLE,TEXA,,Téléphone,12,3,False,199,False
Incident,5,3 - Faible,Incidents,Application métier,Avensys,TOURS,CLE EXPERTISES,,Téléphone,12,3,False,356,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TEXA SERVICES,,Self Service,12,3,False,771,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ORLEANS CNG,TEXA,,Self Service,12,3,False,103,False
Incident,4,2 - Moyenne,Incidents,Application métier,Ringover,LILLE,TEXA,,Self Service,12,3,False,137,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,ROUEN,TEXA,,Self Service,11,3,False,155,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,QANTEX,,Self Service,11,3,False,89,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX,LILLE,TEXA,,Téléphone,11,3,False,51,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,ROUEN,TEXA SERVICES,,Téléphone,11,3,False,162,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,GEOP ST-OUEN,TEXA,,Téléphone,11,3,False,34,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,TEXA SERVICES,,Self Service,11,3,False,140,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,VOXENS,,Self Service,11,3,False,202,False
Incident,5,3 - Faible,Incidents,Application métier,Ringover,REIMS,GEOP,,Téléphone,11,3,False,54,False
Incident,5,3 - Faible,Incidents,Application métier,Ringover,ORLEANS,TEXA SERVICES,,Téléphone,11,3,False,13,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,MELUN,TEXA,,Téléphone,11,3,False,77,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,STRASBOURG,TEXA,,Téléphone,11,3,False,0,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,PHENIX,,Téléphone,11,3,False,6,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,MONTPELLIER,TEXA SERVICES,,Téléphone,11,3,False,309,False
Incident,1,1 - Haute,Incidents,Systéme,Windows,EURISK ANNECY,EURISK,,Téléphone,11,3,False,109,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,DIJON,TEXA,,Self Service,11,3,False,138,False
Incident,3,1 - Haute,Incidents,Systéme,Windows,-,TEXA SERVICES,,Self Service,10,3,False,144,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TEXA,,Self Service,10,3,False,127,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TEXA,,Self Service,10,3,False,134,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,GMC,,Self Service,10,3,False,183,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,BORDEAUX,TEXA,,Self Service,10,3,False,154,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,MARSEILLE,TEXA,,Self Service,10,3,False,17,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,EXTERNE,,Self Service,10,3,False,64,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TEXA,,Self Service,10,3,False,80,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,BOURGES CNG,TEXA,,Self Service,10,3,False,126,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,REIMS,GEOP,,Self Service,10,3,False,17,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,EURISK MONTPELLIER,EURISK,,Self Service,10,3,False,170,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TEXA,,Self Service,10,3,False,138,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,TOULON,TEXA SERVICES,,Self Service,10,3,False,112,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,GMC,,Self Service,10,3,False,195,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,GMC,,Self Service,10,3,False,62,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,AVIGNON,TEXA SERVICES,,Self Service,10,3,False,22,False
Incident,3,2 - Moyenne,Incidents,Matériel,Informatiques,-,TEXA SERVICES,,Self Service,10,3,False,121,False
Incident,4,2 - Moyenne,Incidents,Application métier,Ringover,-,CLE,,Self Service,10,3,False,33,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,GMC,,Self Service,10,3,False,181,False
Incident,5,3 - Faible,Incidents,Application métier,Ringover,AVIGNON,TEXA,,Téléphone,10,3,False,101,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,TOULOUSE,TGS,,Téléphone,9,3,False,82,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,BORDEAUX,EXTERNE,,Téléphone,9,3,False,93,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,GMC,,Self Service,9,3,False,172,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,TOULON,TEXA,,Self Service,9,3,False,121,False
Incident,5,3 - Faible,Incidents,Réseau,Cablage,-,TEXA,,Téléphone,8,3,False,85,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,DIJON,TEXA,,Self Service,17,2,False,676,True
Incident,4,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,-,TEXA,,Self Service,15,2,False,158,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,GRENOBLE,CLE,,Self Service,15,2,False,50,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,-,PHENIX,,Self Service,15,2,False,345,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,CLERMONT FERRAND,TEXA,,Téléphone,14,2,False,53,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,CLERMONT FERRAND,INQUEST,,Kiosque IT,14,2,False,156,False
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,PARIS NORD,TEXA,,Self Service,14,2,False,66,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TEXA,,Téléphone,14,2,False,123,False
Incident,3,2 - Moyenne,Incidents,Application métier,ITEX,AVIGNON,TEXA,,Téléphone,14,2,False,608,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,BOURGES CNG,TEXA,,Self Service,14,2,False,129,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,VOXENS,,Self Service,14,2,False,265,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX,-,TEXA SERVICES,,Téléphone,13,2,False,148,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,MARTINIQUE,TEXA,,Téléphone,13,2,False,304,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,BOURGES CNG,TEXA,,Self Service,13,2,False,66,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,VOXENS,,Self Service,13,2,False,259,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TEXA,,Téléphone,13,2,False,64,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,BREST,EURISK,,Téléphone,12,2,False,130,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,DIJON,EURISK,,Téléphone,12,2,False,32,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,EURISK,,Téléphone,12,2,False,37,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,BOURGES CNG,TEXA SERVICES,,Self Service,11,2,False,100,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,BOURGES CNG,TEXA,,Self Service,11,2,False,122,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,ORLEANS,VOXENS,,Téléphone,11,2,False,22,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,TEXA,,Téléphone,11,2,False,44,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,NANTES,TEXA,,Téléphone,11,2,False,418,True
Incident,2,1 - Haute,Incidents,Logiciel Bureautique,Office365,BREST,TEXA SERVICES,,Téléphone,11,2,False,853,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,AVIGNON,TEXA SERVICES,,Self Service,11,2,False,37,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,BOURGES CNG,TEXA,,Self Service,11,2,False,132,False
Incident,3,1 - Haute,Incidents,Application métier,ITEX MOBILE,LYON,TEXA SERVICES,,Téléphone,11,2,False,337,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,NANTES,TEXA,,Téléphone,10,2,False,44,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,LE MANS,TEXA,,Self Service,10,2,False,56,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,TOULOUSE,CLE EXPERTISES,,Téléphone,10,2,False,73,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,-,GMC,,Self Service,10,2,False,127,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,AVIGNON,TEXA SERVICES,,Self Service,10,2,False,24,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX,-,TEXA,,Téléphone,9,2,False,62,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,LE MANS,TEXA,,Self Service,9,2,False,161,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,MELUN,TEXA,,Téléphone,9,2,False,85,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,NANTES,TGS,,Téléphone,9,2,False,368,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,EURISK BORDEAUX,EURISK,,Téléphone,9,2,False,441,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,ROUEN,TEXA,,Téléphone,9,2,False,74,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TEXA,,Self Service,9,2,False,164,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,NANTES,TEXA,,Téléphone,9,2,False,302,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,EURISK SIEGE TELETRAVAIL,EURISK,,Self Service,8,2,False,111,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,TOURS,TEXA,,Téléphone,8,2,False,131,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,CLE EXPERTISES,,Téléphone,8,2,False,270,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TGS,,Self Service,8,2,False,100,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,MONTPELLIER,TEXA,,Téléphone,8,2,False,274,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,NANTES,TEXA,,Téléphone,8,2,False,47,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,GMC,,Self Service,20,1,False,278,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,MONTPELLIER,CLE/DAF,,Self Service,17,1,False,136,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,CLE EXPERTISES,,Self Service,17,1,False,219,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,NANTES,TEXA SERVICES,,Self Service,16,1,False,264,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,Vitrolles,INQUEST,,Téléphone,16,1,False,75,False
Incident,4,2 - Moyenne,Incidents,Application métier,Avensys,ORLEANS,VOXENS,,Self Service,16,1,False,153,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,LE MANS,TEXA,,Self Service,16,1,False,188,False
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,BORDEAUX,TEXA,,Self Service,16,1,False,479,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ORLEANS,VOXENS,,Self Service,15,1,False,381,False
Incident,1,1 - Haute,Incidents,Réseau,Wifi,NIMES,CLE EXPERTISES,,Téléphone,15,1,False,655,True
Incident,4,2 - Moyenne,Incidents,Portail,,MARSEILLE,STELLIANT,,Self Service,15,1,False,235,False
Incident,4,2 - Moyenne,Incidents,Portail,,ORLEANS,TEXA,,Self Service,15,1,False,115,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,NANTES,TEXA,,Téléphone,15,1,False,47,False
Incident,4,2 - Moyenne,Incidents,Portail,,ORLEANS CNG,TEXA,,Self Service,15,1,False,81,True
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,PLATEFORME SUD EST,TEXA,,Self Service,15,1,False,119,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,TOULON,TEXA,,Self Service,14,1,False,217,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,GEOSYNTHESE,,Téléphone,14,1,False,58,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,-,GMC,,Téléphone,14,1,False,126,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,DIJON,TEXA,,Téléphone,14,1,False,82,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,CLE,,Téléphone,14,1,False,25,False
Incident,5,3 - Faible,Incidents,Application métier,ITEX MOBILE,LILLE,TEXA,,Téléphone,14,1,False,312,True
Incident,5,3 - Faible,Incidents,Application métier,Ringover,TOULOUSE,TGS,,Téléphone,14,1,False,20,False
Incident,4,2 - Moyenne,Incidents,Application métier,Ringover,-,EURISK,,Self Service,14,1,False,252,False
Incident,5,3 - Faible,Incidents,Réseau,Locale,NIMES,CLE EXPERTISES,,Téléphone,13,1,False,165,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ORLEANS CNG,TEXA,,Self Service,12,1,False,112,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,VOXENS,,Self Service,12,1,False,252,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,-,AAD_PHENIX,,Téléphone,12,1,False,222,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,ORLEANS CNG,CELLINKS,,Téléphone,11,1,False,115,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,PHENIX,,Téléphone,11,1,False,24,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,,,Téléphone,11,1,False,27,True
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,-,TEXA SERVICES,,Téléphone,11,1,False,392,False
Incident,3,2 - Moyenne,Incidents,Application métier,GMC Soft,-,GMC,,Self Service,11,1,False,176,False
Incident,3,2 - Moyenne,Incidents,Logiciel Bureautique,Office365,MONTPELLIER,GEOP,,Self Service,11,1,False,189,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,GMC,,Téléphone,11,1,False,517,False
Incident,5,3 - Faible,Incidents,Réseau,Wifi,MELUN,TEXA,,Téléphone,10,1,False,164,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,CAEN,TEXA,,Téléphone,10,1,False,24,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,BOURGES CNG,TEXA,,Self Service,10,1,False,79,False
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,-,VOXENS,,Self Service,10,1,False,87,False
Incident,5,3 - Faible,Incidents,Application métier,SINERGIE,BOURGES CNG,TEXA,,Téléphone,10,1,False,247,True
Incident,5,3 - Faible,Incidents,Systéme,Windows,BORDEAUX,GEOP,,Téléphone,10,1,False,26,False
Incident,4,2 - Moyenne,Incidents,Portail,,ORLEANS CNG,TEXA,,Self Service,9,1,False,252,False
Incident,5,3 - Faible,Incidents,Sécurité,MFA,-,GEOSYNTHESE,,Téléphone,9,1,False,327,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,STRASBOURG,TEXA,,Téléphone,9,1,False,71,False
Incident,2,1 - Haute,Incidents,Logiciel Bureautique,Office365,TOULOUSE,CLE EXPERTISES,,Téléphone,8,1,False,132,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,STELLIANT,,Kiosque IT,8,1,False,126,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,BOURGES CNG,TEXA,,Téléphone,8,1,False,82,False
Incident,4,2 - Moyenne,Incidents,Logiciel Bureautique,PDF-Exchange,-,QANTEX,,Self Service,7,1,False,250,False
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,GEOSYNTHESE,,Self Service,19,0,False,188,False
Incident,5,3 - Faible,Incidents,Sécurité,Filtrage URL,-,GMC,,Téléphone,18,0,False,286,False
Incident,4,3 - Faible,Incidents,Logiciel Bureautique,Office365,ORLEANS,TEXA SERVICES,,Téléphone,17,0,False,81,False
Incident,5,3 - Faible,Incidents,Réseau,Mobile,-,CLE,,Téléphone,17,0,False,56,False
Incident,4,2 - Moyenne,Incidents,Application métier,Avensys,-,CLE,,Self Service,16,0,False,153,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,TGS,,Self Service,16,0,False,110,False
Incident,5,3 - Faible,Incidents,Matériel,Informatiques,PARIS NORD,TEXA,,Kiosque IT,15,0,False,101,False
Incident,5,3 - Faible,Incidents,Application métier,Soluce,TOULOUSE,GEOP,,Téléphone,15,0,False,124,False
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,AVIGNON,TEXA,,Self Service,15,0,False,299,False
Incident,5,3 - Faible,Incidents,Systéme,Windows,-,PHENIX,,Kiosque IT,15,0,False,116,False
Incident,4,2 - Moyenne,Incidents,Portail,,TOULON,TEXA,,Self Service,15,0,False,173,False
