ticket_type,priority,urgency,category_level_1,category_level_2,category_level_3,location,entity,service_label,origin,created_hour,created_day_of_week,is_weekend,description_length,resolver_group
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,MARTINIQUE,TEXA,,Téléphone,15,2,False,85,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MARSEILLE,TEXA,,Téléphone,15,2,False,50,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULOUSE,TGS,,Self Service,15,2,False,139,HD3_AX_EXPENSYA
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA,,Kiosque IT,14,2,False,163,HD1_kiosqueIT
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TEXA SERVICES,,Self Service,14,2,False,237,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,14,2,False,125,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,EURISK BORDEAUX,EURISK,,Self Service,14,2,False,100,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,GMC,,Téléphone,14,2,False,55,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,TGS,,Kiosque IT,14,2,False,85,HD3_BUR / GESTION DE PARC
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,-,EURISK,,Téléphone,14,2,False,353,HD1_kiosqueIT
Incident,3,2 - Moyenne,Incidents,Application métier,Sinapps,BOURGES CNG,TEXA,,Self Service,12,2,False,40,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,EURISK LILLE,EURISK,,Self Service,11,2,False,205,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BAYONNE,TEXA,,Self Service,10,2,False,231,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,EURISK VILLENEUVE LOUBET,EURISK,,Self Service,10,2,False,150,HD3_APP_TELEPHONIE
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,NANTES,TEXA,,Téléphone,10,2,False,63,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS,VOXENS,,Téléphone,10,2,False,341,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Téléphone,10,2,False,56,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,NANTES,TEXA,,Téléphone,9,2,False,237,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,TEXA,,Téléphone,9,2,False,61,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Application métier,CASSIOPEE,TOULOUSE,CLE,,Self Service,9,2,False,145,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BAYONNE,GMC,,Self Service,9,2,False,105,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA SERVICES,,Self Service,9,2,False,195,HD3_MOA PART-PRO-ENT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,9,2,False,58,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,9,2,False,67,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GEOP,,Téléphone,9,2,False,252,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOURS,TEXA,,Self Service,9,2,False,37,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LE MANS,TEXA,,Self Service,9,2,False,70,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,SAINT LO,TEXA,,Téléphone,8,2,False,600,HD3_BUR / GESTION DE PARC
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,GRENOBLE,TEXA,,Téléphone,8,2,False,65,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA,,Self Service,8,2,False,82,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Application métier,Ringover,ORLEANS,TEXA,,Self Service,8,2,False,34,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,AVIGNON,TEXA SERVICES,,Téléphone,8,2,False,278,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,PLATEFORME PCN,TEXA,,Self Service,8,2,False,193,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,AVIGNON,TEXA,,Self Service,8,2,False,50,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,ROUEN,INQUEST,,Self Service,7,2,False,524,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,EURISK REUNION,EURISK,,Self Service,6,2,False,249,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Téléphone,17,1,False,228,HD3_ITEX MOBILE/PHONE
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Téléphone,16,1,False,81,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Téléphone,16,1,False,72,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULON,TEXA,,Téléphone,16,1,False,404,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA,,Kiosque IT,15,1,False,38,HD1_kiosqueIT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Self Service,15,1,False,303,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,15,1,False,73,HD1_kiosqueIT
Incident,4,2 - Moyenne,Incidents,Application métier,MICROSOFT DYNAMICS AX,NANTES,GMC,,Self Service,15,1,False,290,HD3_REPORTING
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,14,1,False,153,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Métier,MARTINIQUE,TEXA,,Téléphone,14,1,False,103,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,GMC,,Self Service,14,1,False,116,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,EURISK REUNION,EURISK,,Téléphone,14,1,False,63,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,MONTPELLIER,CLE EXPERTISES,,Téléphone,14,1,False,88,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,TEXA,,Téléphone,14,1,False,600,HD3_ITEX & EDITIQUE
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BORDEAUX,TEXA SERVICES,,Téléphone,14,1,False,88,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,14,1,False,83,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,AVIGNON,TEXA SERVICES,,Téléphone,13,1,False,78,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,EURISK SIEGE TELETRAVAIL,EURISK,,Self Service,13,1,False,232,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Téléphone,12,1,False,154,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,GMC,,Self Service,12,1,False,1209,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,GMC,,Téléphone,12,1,False,82,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,STRASBOURG,TEXA,,Self Service,11,1,False,659,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,11,1,False,77,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,REIMS,TEXA,,Téléphone,11,1,False,62,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,-,GMC,,Téléphone,11,1,False,55,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,ROUEN,EXTERNE,,MS Teams,10,1,False,150,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Self Service,10,1,False,146,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Kiosque IT,10,1,False,212,HD1_kiosqueIT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,STELLIANT,,Kiosque IT,10,1,False,123,HD1_kiosqueIT
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,-,GMC,,Self Service,10,1,False,135,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,-,GMC,,Téléphone,10,1,False,277,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,EXTERNE,,Téléphone,10,1,False,57,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Téléphone,10,1,False,163,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,STELLIANT,,Kiosque IT,10,1,False,116,HD1_kiosqueIT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,REIMS,GEOP,,Téléphone,9,1,False,34,HD1_FRONT
Incident,2,1 - Haute,Incidents,Logiciel,Métier,-,EURISK,,Téléphone,9,1,False,112,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,9,1,False,59,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS,VOXENS,,Téléphone,9,1,False,68,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TGS,,Self Service,9,1,False,221,HD3_AX_EXPENSYA
Incident,3,1 - Haute,Incidents,Matériel,Poste de travail,AVIGNON,TEXA SERVICES,,Téléphone,9,1,False,510,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Réseau,Filtrage URL,-,TEXA,,Téléphone,9,1,False,308,HD3_SECURITE
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,RENNES,PHENIX,,Téléphone,9,1,False,243,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Téléphone,8,1,False,310,HD1_FRONT
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,BAYONNE,TEXA,,Téléphone,8,1,False,22,HD3_BUR / GESTION DE PARC
Incident,3,2 - Moyenne,Incidents,Systéme,Windows,EURISK LYON,EXTERNE,,Self Service,21,0,False,115,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,-,STELLIANT,,Self Service,19,0,False,165,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BAYONNE,CLE EXPERTISES,,Self Service,18,0,False,80,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,EURISK SIEGE TELETRAVAIL,EURISK,,Téléphone,17,0,False,93,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,PARIS NORD,TEXA,,Contact direct,17,0,False,33,HD3_BUR / GESTION DE PARC
Incident,5,3 - Faible,Incidents,Logiciel,Métier,NANTES,GEOP,,Téléphone,16,0,False,72,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TGS,,Self Service,16,0,False,164,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BORDEAUX,CLE,,Téléphone,15,0,False,265,HD1_kiosqueIT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS,VOXENS,,Self Service,15,0,False,285,HD2_SUPPORT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,NANTES,TEXA,,Téléphone,15,0,False,155,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,DIJON,TEXA SERVICES,,Téléphone,15,0,False,107,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,-,GMC,,Self Service,14,0,False,54,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,MONTPELLIER,TEXA,,Self Service,14,0,False,329,HD3_BUR / GESTION DE PARC
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS,VOXENS,,Téléphone,14,0,False,277,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,ROUEN,VOXENS,,Téléphone,13,0,False,50,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,13,0,False,0,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,TEXA,,Téléphone,13,0,False,62,HD2_MOA_EXPERTISE
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,PARIS NORD,TEXA SERVICES,,Kiosque IT,13,0,False,258,HD3_REPORTING
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,AVIGNON,TEXA,,Téléphone,13,0,False,54,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,REIMS,TEXA,,Téléphone,13,0,False,23,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,NANTES,TEXA,,Téléphone,13,0,False,47,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TGS,,Kiosque IT,13,0,False,142,HD1_kiosqueIT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,Reims Cormontreuil,PHENIX,,Téléphone,11,0,False,16,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA SERVICES,,Téléphone,11,0,False,74,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,AVIGNON,TEXA,,Self Service,11,0,False,159,HD3_AX_EXPENSYA
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,11,0,False,55,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Téléphone,11,0,False,40,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,STRASBOURG,EURISK,,Self Service,11,0,False,491,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA SERVICES,,Self Service,10,0,False,65,HD3_ITEX & EDITIQUE
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,CHABEUIL,TEXA SERVICES,,Téléphone,10,0,False,26,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EURISK,,Téléphone,10,0,False,44,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Métier,-,CLE,,Self Service,10,0,False,185,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,TEXA,,Téléphone,10,0,False,87,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Self Service,10,0,False,111,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MONTPELLIER,TEXA SERVICES,,Téléphone,10,0,False,81,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,EXTERNE,,Téléphone,9,0,False,105,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,ORLEANS,VOXENS,,Téléphone,9,0,False,61,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GEOP,,Téléphone,9,0,False,277,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Matériel,Informatiques,BOURGES CNG,TEXA,,Self Service,9,0,False,77,HD3_BUR / GESTION DE PARC
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,PLATEFORME PCN,TEXA,,Téléphone,9,0,False,244,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,SOVEA,,Self Service,9,0,False,232,HD1_FRONT
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,-,TEXA,,Téléphone,9,0,False,486,HD3_BUR / GESTION DE PARC
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,TOULON,TEXA,,Téléphone,9,0,False,62,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,AVIGNON,TEXA,,Téléphone,9,0,False,129,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EURISK,,Téléphone,9,0,False,117,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Matériel,Poste de travail,NANTES,TEXA SERVICES,,Self Service,9,0,False,158,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,VANNES,TEXA,,Téléphone,9,0,False,670,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Téléphone,9,0,False,129,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Téléphone,8,0,False,47,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,BORDEAUX,GEOP,,Téléphone,8,0,False,51,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,TOULON,TEXA,,Téléphone,8,0,False,216,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,AAD_PHENIX,,Téléphone,8,0,False,313,HD3_SECURITE
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,8,0,False,156,HD1_ACHAT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GEOSYNTHESE,,Téléphone,8,0,False,230,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,8,0,False,212,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,MONTPELLIER,CLE,,Self Service,7,0,False,197,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,-,VOXENS,,Self Service,7,0,False,207,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BAYONNE,CLE,,Self Service,22,6,True,176,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LE HAVRE,GMC,,Self Service,18,4,False,232,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GEOSYNTHESE,,Téléphone,18,4,False,204,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,MARTINIQUE,TEXA,,Self Service,17,4,False,245,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,NANTES,TEXA SERVICES,,Self Service,17,4,False,74,HD3_BUR / GESTION DE PARC
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Téléphone,16,4,False,77,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,GEOP,,Téléphone,16,4,False,69,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,CLE EXPERTISES,,Self Service,16,4,False,212,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,16,4,False,145,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,STELLIANT,,Téléphone,16,4,False,197,HD3_BUR / GESTION DE PARC
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,Reims Cormontreuil,PHENIX,,Téléphone,16,4,False,233,HD3_SECURITE
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,15,4,False,143,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BREST,TEXA,,Self Service,15,4,False,717,HD3_AX_EXPENSYA
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,NANTES,TEXA,,Téléphone,15,4,False,277,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,15,4,False,255,HD1_kiosqueIT
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,15,4,False,143,HD3_ITEX & EDITIQUE
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,CAEN,TEXA,,Téléphone,14,4,False,321,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,14,4,False,103,HD3_ITEX & EDITIQUE
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MARSEILLE,TEXA,,Self Service,14,4,False,436,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,Reims Cormontreuil,PHENIX,,Téléphone,14,4,False,101,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,CAEN,TEXA,,Self Service,13,4,False,96,HD3_AX_EXPENSYA
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,REIMS,EURISK,,Téléphone,12,4,False,234,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,BREST,TEXA SERVICES,,Self Service,12,4,False,84,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Self Service,11,4,False,241,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LILLE,GMC,,Self Service,10,4,False,87,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,BORDEAUX,TEXA SERVICES,,Téléphone,10,4,False,67,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,GMC,,Self Service,10,4,False,705,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TGS,,Téléphone,9,4,False,383,HD1_kiosqueIT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,DIJON,TEXA,,Téléphone,9,4,False,217,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,9,4,False,170,HD3_ITEX & EDITIQUE
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,NANTES,TEXA,,Téléphone,9,4,False,61,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,CAEN,TEXA,,Self Service,9,4,False,255,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,9,4,False,337,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,Vitrolles,GMC,,Self Service,9,4,False,257,HD3_AX_EXPENSYA
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,MONACO,TEXA,,Téléphone,9,4,False,81,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,SES,,Téléphone,8,4,False,222,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Application métier,ITEX,ORLEANS,VOXENS,,Self Service,8,4,False,195,HD2_SUPPORT
Incident,3,1 - Haute,Incidents,Logiciel,Métier,VALENCE,TEXA,,Téléphone,8,4,False,33,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,NICE,CLE EXPERTISES,,Téléphone,8,4,False,274,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,GMC,,Self Service,7,4,False,170,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,ORLEANS,TEXA SERVICES,,Téléphone,19,3,False,140,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,MARSEILLE,TEXA,,Téléphone,18,3,False,141,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Systéme,Windows,-,TEXA,,Self Service,16,3,False,157,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,Vitrolles,GMC,,Self Service,16,3,False,171,HD3_AX_EXPENSYA
Incident,1,1 - Haute,Incidents,Portail,,AVIGNON,TEXA SERVICES,,Self Service,16,3,False,699,HD3_BUR / GESTION DE PARC
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,STRASBOURG,TEXA,,Téléphone,15,3,False,38,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Informatiques,-,EURISK,,Self Service,15,3,False,205,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LE MANS,TEXA,,Self Service,15,3,False,96,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULON,TEXA SERVICES,,Self Service,15,3,False,215,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,STRASBOURG,TEXA SERVICES,,Téléphone,15,3,False,39,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Hors périmètre Incident,,-,GMC,,Self Service,14,3,False,218,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BREST,TEXA,,Self Service,14,3,False,159,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,-,PHENIX,,Téléphone,14,3,False,67,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,MARTINIQUE,TEXA,,Téléphone,13,3,False,78,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EURISK,,Téléphone,13,3,False,84,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,LYON,TEXA SERVICES,,Téléphone,13,3,False,389,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,BORDEAUX,TEXA,,Téléphone,12,3,False,92,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,CAEN,TEXA,,Self Service,12,3,False,154,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,11,3,False,62,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,11,3,False,474,HD3_REPORTING
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,GMC,,Self Service,11,3,False,489,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,LILLE,PHENIX,,Téléphone,11,3,False,62,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,EURISK BREST,EURISK,,Téléphone,11,3,False,137,HD2_SUPPORT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,VANNES,TEXA,,Téléphone,11,3,False,75,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,GEOP ST-OUEN,TEXA,,Téléphone,11,3,False,655,HD2_SUPPORT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,TOULOUSE,CLE EXPERTISES,,Téléphone,11,3,False,52,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,EURISK,,Téléphone,11,3,False,336,HD1_kiosqueIT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,10,3,False,74,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Téléphone,10,3,False,170,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,EURISK BORDEAUX,EURISK,,Self Service,10,3,False,99,HD1_FRONT
